Headline,Body ID,Stance
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,388,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2047,discuss
"Dead for 48 minutes, Catholic Priest claims God is female",1849,agree
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,2489,discuss
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,1040,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",2519,agree
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2022,discuss
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",761,unrelated
British man pays $460 to save constipated goldfish's life,1539,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,77,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,1658,discuss
"Source: Pot in NYC may soon net just a ticket, not arrest",873,discuss
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",343,agree
Now the Vogue Rats Are Chewing Through Couture,891,unrelated
Kurds fear Isis use of chemical weapon in Kobani,1789,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1465,discuss
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1528,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,2305,agree
Tiger Woods prices private island at $7.1 million,1826,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",472,discuss
"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",2321,discuss
Boko Haram Denies Nigeria Cease-Fire Claim,344,unrelated
Bali spider burrows under Aussie’s chest,986,disagree
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2388,discuss
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",812,unrelated
See the Crater a Meteorite Made in Nicaragua,1795,unrelated
God is a woman- Priest who died for 48 minutes claims,614,unrelated
Comcast gets customer fired for complaining about poor service,1814,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,2142,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,793,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2252,unrelated
Isis supporters claim US hostage killed in coalition air strike in Syria,532,unrelated
Audio may have captured Michael Brown shooting,2313,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1818,agree
Google Grows With $1.6 Billion in California Office Deals,2442,discuss
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2403,discuss
ISIS Beheads American Journalist,1574,unrelated
"No, that high school kid didn't make $72 million trading stocks",1205,unrelated
Report: Secret Service Lied About White House Fence Jumper,1778,unrelated
'Spiderman' squished: Experts debunk claims,1826,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,757,unrelated
ISIS leader ‘killed’ in US airstrikes,816,unrelated
"Jose Canseco injured in accidental shooting, per reports",1772,unrelated
"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner",1805,unrelated
Michael Brown shooting audio caught on tape?,844,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',585,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1170,unrelated
Predator drones being flown over Isil's Syrian 'capital',1657,discuss
"Woman catches husband cheating with her twin, humiliates them",1852,agree
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1966,agree
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,2092,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,586,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",781,unrelated
This Is a Truly Horrifying Story About a Spider,1422,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1251,unrelated
Meteorite 'caused mysterious boom in Nicaragua',1179,unrelated
Texas City plumber's truck ends up in Syrian war,968,unrelated
Apple Watch battery will require nightly charging,630,unrelated
Hospital: Man not being treated for Ebola in Kansas City,205,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",2360,unrelated
Terrorism fears rise amid reports of stolen jetliners,1022,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,720,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,2411,discuss
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1582,agree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1506,discuss
"Paradise is open to all, even dogs, Pope tells boy",240,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,900,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,40,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1029,unrelated
Militant Group Says It Killed American Journalist in Syria,1580,discuss
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1800,discuss
‘Feminist’ says she aborted baby because it was a boy,2526,discuss
TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,399,unrelated
Utah Man Hospitalized After Winning Eggnog Chugging Contest,1296,unrelated
'Sex attacker' has penis cut off with a cleaver in India,1888,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',2318,discuss
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,513,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1938,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female,2240,agree
Pentagon: ISIS seized materials airdropped to Kurds,1627,unrelated
"Woman At Dulles Plays It Safe, Wears A Rain Poncho And Mask",817,unrelated
Seth Rogen Is Woz,626,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1813,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,226,unrelated
Watch: US Marine saved by helmet after being shot by Taliban sniper,1934,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1970,agree
Rumors about Fidel Castro’s death again circulate on the Internet,892,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1325,unrelated
Tropical spider burrowed under Bali tourist's skin,1864,discuss
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",367,unrelated
Dog abandoned at Scotland train station with suitcase,1544,agree
Former British Rapper Reportedly Under Investigation for James Foley Beheading,913,unrelated
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",703,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1904,discuss
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",1988,unrelated
Two blokes dared to eat 20-year-old burger for charity,2197,unrelated
"Apple Watch Specs Tipped; Said to Feature 512MB RAM, 4GB of Storage",796,unrelated
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,130,unrelated
6 Islamist militants killed in US attack in Somalia,1358,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2016,unrelated
Tropical spider burrowed under Bali tourist's skin,2009,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],706,unrelated
Michael Phelps’ alleged girlfriend says she was born intersex,2454,agree
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",2087,unrelated
Lebanon detains wife and son of Al-Baghdadi,554,unrelated
Seven teenage girls get pregnant on school trip,2022,unrelated
ISIS Claims To Have Captured US Airdrop Weapons,1026,unrelated
Seth Rogen Is Woz,388,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",880,discuss
ISIL Beheads American Photojournalist in Iraq,1502,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,185,unrelated
Missing American journalist reportedly beheaded by Islamic State ,903,discuss
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1308,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,2520,unrelated
"Batmobile stolen in Detroit? Good one, joker!",1789,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2123,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,2434,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2304,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,171,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1438,unrelated
"Don't forget to tip...especially if you spend $300,000",737,unrelated
"Small meteorite strikes Nicaragua, government says",524,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2016,discuss
Soldier shot near Canadian parliament building,0,unrelated
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,1210,unrelated
Kim Jong-un 'so fat he has fractured his ankles',2022,discuss
"So, There Might Be a Rat Infestation at Vogue",1036,unrelated
"A Vice Guide To Spending $300,000 On Dinner",737,unrelated
"Want a Gold Apple Watch? All You Need is $5,000",607,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,281,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",2175,discuss
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,2309,unrelated
"Evander Kane ""On Way Out"" From Source, Price Is Very High; Who Is In?",1577,discuss
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1781,discuss
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1939,unrelated
Man chops off own penis after being dumped by his girlfriend,125,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2526,unrelated
Kurds fear Isis use of chemical weapon in Kobani,280,unrelated
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",2055,unrelated
Chinese advised to choose British-sounding names to get ahead,2042,unrelated
Mass grave found after 40 students disappear in Mexican protest,983,discuss
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",1637,unrelated
Report: HBO Now coming to Apple TV next month,551,unrelated
Kim Had Ankle Surgery:  Source,1888,unrelated
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,819,unrelated
Has Ebola infected Isis militants in Mosul?,1438,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2192,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2453,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,2481,discuss
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,404,unrelated
Jose Canseco Accidentally Shot Himself in the Hand,1580,unrelated
North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',2418,discuss
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,499,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1966,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,938,unrelated
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1893,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2367,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,719,unrelated
Kim Jong-un So Fat He Injured His Ankles,1837,unrelated
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",2240,unrelated
Bali Awry,1888,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',281,discuss
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,227,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,1374,unrelated
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1205,unrelated
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",931,discuss
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",1438,unrelated
Tropical spider burrowed under Bali tourist's skin,214,unrelated
